title,harga,lokasi,tanggal,terjangkau_internet,dibangun,carport,pemandangan,kondisi_properti,konsep_dan_gaya_rumah,listrik,sumber_air,lantai,kamar_mandi,material_lantai,kamar_pembantu,hadap,direnovasi,sertifikat,material_bangunan,lebar_jalan,perabotan,kamar_tidur,luas_bangunan,dapur,ruang_tamu,ruang_makan,hook,garasi,kamar_mandi_pembantu,luas_tanah,kitchen_set,tempat_jemuran,tempat_laundry,one_gate_system,keamanan,kompor,jalur_telepon,keamanan_24_jam,taman,pemanas_air,mesin_cuci,kulkas,masjid,kolam_renang,ac,cctv,wastafel,playground,akses_parkir,kolam_ikan,ac.1,tipe
RUMAH LOKASI STRATEGIS 2 KT - 2 KM - 82m2 BARU RENOVASI JIMBARAN | Rumah123,800000000,Badung,2024-06-13,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,1300,PAM atau PDAM,1.0,2.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,2.0,82,0,False,False,False,0,False,66,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
RUMAH 2 LANTAI SIAP HUNI DI SESETAN | Rumah123,800000000,Denpasar,2024-06-13,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,1300,PAM atau PDAM,1.0,2.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,2.0,90,0,False,False,False,0,False,53,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
"Dijual Rumah Ready Unit di Ubung Kaja, Denpasar Utara | Rumah123",800000000,Denpasar,2024-06-12,True,2022.0,1,Perkotaan,Bagus,Minimalis Modern,2200,PAM atau PDAM,1.0,2.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Semi Furnished,4.0,70,1,True,True,False,1,False,100,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
Rumah Baru murah anggungan residen badung Bali | Rumah123,800000000,Denpasar,2024-06-13,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,1300,PAM atau PDAM,1.0,1.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,3.0,60,0,False,False,False,0,False,80,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
RUMAH DI DENPASAR | Rumah123,810000000,Denpasar,2024-05-03,True,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,5500,Sumur Bor,1.0,2.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,1 Mobil,Unfurnished,2.0,50,0,False,False,False,0,False,83,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,rumah
RUMAH DI DENPASAR | Rumah123,810000000,Denpasar,2024-06-13,True,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,5500,Sumur Bor,1.0,2.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,1 Mobil,Unfurnished,2.0,50,0,False,False,False,0,False,83,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,rumah
"Rumah Minimalis 2 Lantai Kawasan Taman Griya, Jimbaran | Rumah123",815000000,Badung,2024-06-01,True,2022.0,1,Pemukiman Warga,Bagus,Minimalis Modern,1300,PAM atau PDAM,2.0,2.0,Keramik,False,Barat,2022.0,SHM - Sertifikat Hak Milik,Bata Hebel,3 Mobil,Unfurnished,2.0,82,1,True,False,True,0,False,66,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,rumah
Rumah Murah Tanah Satu Are Dekat Puja Mandala Nusadua | Rumah123,825000000,Badung,2024-06-09,True,2022.0,1,Pemukiman Warga,Baru,Modern,2200,PAM atau PDAM,1.0,1.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,2.0,40,1,True,True,False,0,False,100,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,rumah
RUMAH 2 LANTAI DI BATUBULAN GIANYAR | Rumah123,825000000,Gianyar,2024-06-14,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,1300,PAM atau PDAM,1.0,2.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,4.0,100,0,False,False,False,0,False,75,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
RUMAH MODERN LOKASI STRATEGIS NUSA DUA | Rumah123,825000000,Badung,2024-06-13,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,2200,PAM atau PDAM,1.0,1.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,2.0,36,0,False,False,False,0,False,100,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
Rumah 2 Lantai Di Batubulan Gianyar | Rumah123,825000000,Gianyar,2024-06-13,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,5500,PAM atau PDAM,1.0,2.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,4.0,100,0,False,False,False,0,False,75,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
Rumah Minimalis Ready Unit Di Penatih Denpasar Timur | Rumah123,830000000,Denpasar,2024-06-13,True,2022.0,1,Pemukiman Warga,Bagus,Minimalis,1300,Sumur Bor,1.0,2.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,2.0,60,1,False,False,False,0,False,100,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,rumah
Rumah Murah Di Penatih Full Furnished Lokasi Strategis | Rumah123,830000000,Denpasar,2024-06-13,True,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,1300,Sumur Bor,1.0,2.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Furnished,2.0,60,1,False,False,True,1,False,100,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,rumah
Dijual Rumah siap Huni area Penatih Denpasar dkt Living world | Rumah123,830000000,Denpasar,2024-06-13,True,2022.0,1,Perkotaan,Bagus,Minimalis Modern,1300,Sumur Bor,2.0,2.0,"Granit, Keramik",False,Selatan,2022.0,SHM - Sertifikat Hak Milik,"Beton, Bata Hebel",2 Mobil,Semi Furnished,2.0,70,1,True,True,False,0,False,100,True,False,False,True,False,False,True,False,True,True,True,False,False,False,True,False,False,False,True,False,False,rumah
Rumah Minimalis Ready Unit Di Penatih Denpasar Timur | Rumah123,830000000,Denpasar,2024-06-10,True,2022.0,1,Pemukiman Warga,Bagus,Minimalis,1300,Sumur Bor,1.0,2.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,2.0,60,1,False,False,False,0,False,100,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,rumah
RUMAH CLUSTER 1 LANTAI DI NUSA DUA | Rumah123,840000000,Badung,2024-06-13,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,1300,PAM atau PDAM,1.0,1.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,2.0,36,0,False,False,False,0,False,110,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
RUMAH 2 LANTAI CLUSTER MODERN | Rumah123,850000000,Badung,2024-06-02,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,5500,PAM atau PDAM,1.0,2.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,2.0,70,0,False,False,False,0,False,80,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
JALAN DEPAN 2 MOBIL RUMAH DI DENPASAR UTARA | Rumah123,850000000,Denpasar,2024-06-13,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,3500,PAM atau PDAM,1.0,1.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,3.0,45,0,False,False,False,0,False,80,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
RUMAH SIAP HUNI DI JALAN SIULAN DENPASAR TIMUR | Rumah123,850000000,Denpasar,2024-06-13,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,2200,PAM atau PDAM,1.0,2.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,2.0,60,0,False,False,False,0,False,100,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
RUMAH DI DEVA DEVI BADUNG BALI | Rumah123,850000000,Badung,2024-06-13,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,1300,PAM atau PDAM,1.0,1.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,2.0,36,0,False,False,False,0,False,88,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
RUMAH BARU MINIMALIS AREA PERUMAHAN | Rumah123,850000000,Badung,2024-06-13,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,2200,PAM atau PDAM,1.0,2.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,2.0,80,0,False,False,False,0,False,70,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
Rumah Baru di Perumahan Perdana Griya Jimbaran | Rumah123,850000000,Badung,2024-06-13,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,2200,PAM atau PDAM,1.0,1.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,2.0,50,0,False,False,False,0,False,89,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
Dijual rumah lokasi padonan tibunbeneng kuta utara | Rumah123,850000000,Badung,2024-06-13,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,5500,PAM atau PDAM,2.0,2.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Semi Furnished,3.0,120,1,True,True,False,0,False,70,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,rumah
RUMAH POSISI HOOK NEW RENOVATED DESIGN MODERN DEKAT GWK | Rumah123,850000000,Badung,2024-06-13,True,2022.0,2,Pemukiman Warga,Sudah Renovasi,Modern,4400,PAM atau PDAM,1.0,2.0,Granit,False,Timur,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Semi Furnished,2.0,70,1,True,True,False,0,False,100,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,rumah
RUMAH 2 LANTAI MURAH | Rumah123,850000000,Denpasar,2024-06-13,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,1300,PAM atau PDAM,1.0,1.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,4.0,110,0,False,False,False,0,False,150,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
Jual Rumah 2 lantai di Perum Swandewi Goa gong | Rumah123,850000000,Badung,2024-06-13,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis,2200,PAM atau PDAM,1.0,2.0,Keramik,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Beton,1 Mobil,Unfurnished,3.0,120,1,False,False,False,0,False,110,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,rumah
Rumah Minimalist di Goa Gong Jimbaran | Rumah123,850000000,Badung,2024-06-13,False,2022.0,1,Pemukiman Warga,Bagus,Minimalis Modern,1300,PAM atau PDAM,1.0,1.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Furnished,2.0,89,0,False,False,False,0,False,60,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,rumah
Rumah Jual 1 Lantai di Lingkungan Nyaman Jl Dalung | Rumah123,850000000,Badung,2024-06-13,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,5500,PAM atau PDAM,1.0,2.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,3.0,75,0,False,False,False,1,False,100,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
Dijual Rumah Brand New 2 Lantai Di Munggu | Rumah123,850000000,Badung,2024-06-17,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,2200,Sumur Bor,2.0,2.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,2.0,62,1,True,True,False,0,False,60,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
CM128 Jual rumah baru view sawah mekar pemogan kuta bali dekat seminyak sunset road imam bonjol sesetan sanur | Rumah123,850000000,Denpasar,2024-06-13,False,2022.0,0,Pemukiman Warga,Baru,Minimalis Modern,1300,PAM atau PDAM,2.0,2.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,2.0,65,1,True,True,False,1,False,64,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
"Rumah Murah di Taman Griya Jimbaran Bawah,strategis,dkt Jln Utama | Rumah123",850000000,Badung,2024-06-13,True,2022.0,0,Perkotaan,Bagus,Minimalis Modern,2200,PAM atau PDAM,1.0,2.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Semi Furnished,2.0,80,1,True,True,False,0,False,120,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,rumah
Dijual rumah lokasi muding kerobokan kuta utara badung | Rumah123,850000000,Badung,2024-06-13,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,5500,PAM atau PDAM,1.0,1.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,3.0,100,1,True,True,False,0,False,100,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,rumah
"Rumah Minimalis Murah di Taman Griya, Jimbaran, One Gate System | Rumah123",850000000,Badung,2024-06-13,True,2022.0,1,Perkotaan,Bagus,Minimalis Modern,2200,PAM atau PDAM,1.0,1.0,Keramik,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,"Beton, Bata Hebel",2 Mobil,Unfurnished,2.0,55,1,True,True,False,0,False,100,False,True,True,True,False,False,True,True,True,False,False,False,False,False,True,True,True,True,False,False,False,rumah
Dijual rumah lokasi pedungan denpasar selatan | Rumah123,850000000,Denpasar,2024-06-13,True,2022.0,1,Pemukiman Warga,Bagus,Minimalis Modern,2200,PAM atau PDAM,2.0,2.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,2.0,100,1,True,True,False,0,False,100,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,rumah
Rumah Minimalis Ready Unit Siap Huni Di Kampial Nusa Dua Bali | Rumah123,875000000,Badung,2024-05-30,False,2022.0,1,Pemukiman Warga,Baru,Minimalis Modern,1300,PAM atau PDAM,2.0,3.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,3.0,75,1,False,False,False,0,False,73,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
Rumah Minimalis Baru 2 Lantai SHM di Kampial Nusadua | Rumah123,875000000,Badung,2024-04-24,True,2022.0,1,Perkotaan,Baru,Minimalis Modern,5500,PAM atau PDAM,2.0,3.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,3.0,90,1,True,True,False,0,False,71,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,rumah
Rumah Ready Unit Siap Huni di Kampial Nusa Dua | Rumah123,875000000,Badung,2024-06-07,False,2022.0,0,Pemukiman Warga,Baru,Minimalis Modern,5500,PAM atau PDAM,2.0,3.0,Keramik,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,3.0,75,1,False,False,False,0,False,73,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,rumah
Rumah Minimalis Ditengah Kota Denpasar Jalan Gunung Agung | Rumah123,875000000,Denpasar,2024-06-13,True,2022.0,1,Pemukiman Warga,Baru,Minimalis Modern,1300,Sumur Bor,2.0,2.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,2.0,55,1,False,False,False,0,False,60,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,rumah
Rumah Baru Minimalis Indent SHM 2 Lantai Dekat KFC Jalan Kebo Iwa | Rumah123,875000000,Denpasar,2024-06-13,True,2022.0,1,Pemukiman Warga,Baru,Minimalis Modern,2200,PAM atau PDAM,2.0,2.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,3.0,60,1,True,True,False,0,False,60,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,rumah
"Dijual Rumah indent di Jl. Gunung Agung, Denpasar Barat | Rumah123",875000000,Denpasar,2024-06-13,True,2022.0,1,Perkotaan,Bagus,Modern,1300,Sumur Bor,2.0,2.0,"Granit, Keramik",False,Selatan,2022.0,SHM - Sertifikat Hak Milik,"Beton, Bata Merah, Bata Hebel",2 Mobil,Unfurnished,2.0,55,1,True,True,False,0,False,60,True,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,rumah
RUMAH TERAWAT DI JALAN TUNGGUL AMETUNG | Rumah123,890000000,Denpasar,2024-06-14,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,5500,PAM atau PDAM,1.0,3.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,4.0,180,0,False,False,False,0,False,100,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
Dijual Rumah 2 Lantai SHM di Tegal buah Denpasar Barat | Rumah123,895000000,Denpasar,2023-12-25,True,2022.0,1,Perkotaan,Baru,Modern,1300,Sumur Bor,2.0,2.0,"Granit, Keramik, Marmer, Ubin, Vinyl",False,Selatan,2022.0,SHM - Sertifikat Hak Milik,"Batako, Beton, Bata Merah, Bata Hebel",2 Mobil,Unfurnished,2.0,60,1,True,True,False,1,False,65,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,rumah
"Rumah cantik, bersih dan Nyaman siap huni dekat Canggu | Rumah123",895000000,Badung,2024-05-02,False,2022.0,1,Pemukiman Warga,Bagus,Minimalis Modern,3500,Sumur Bor,1.0,1.0,Keramik,False,Barat,2022.0,SHM - Sertifikat Hak Milik,"Beton, Bata Merah",2 Mobil,Unfurnished,3.0,62,1,True,True,False,0,False,100,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,rumah
Dijual Murah Rumah Hook Siap Huni Padonan Canggu | Rumah123,895000000,Badung,2023-12-23,True,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,3500,Sumur Bor,1.0,1.0,Keramik,False,Timur,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,3.0,62,1,True,True,True,2,False,100,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,rumah
Rumah di Jalan Buluh Indah Denpasar Utara | Rumah123,895000000,Denpasar,2024-03-18,True,2022.0,1,Perkotaan,Baru,Minimalis Modern,2200,Sumur Bor,2.0,2.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,1 Mobil,Unfurnished,3.0,60,1,True,True,False,0,False,60,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,rumah
Rumah Modern Minimalis Di Jalan Buluh Indah Denpasar | Rumah123,895000000,Denpasar,2024-03-14,False,2022.0,1,Pemukiman Warga,Baru,Minimalis Modern,2200,Sumur Bor,2.0,2.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,3.0,60,1,False,False,False,0,False,60,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,rumah
Dijual Rumah Murah 2 Lt Include Pajak Hrg 800Jtan @Jl.Buluh Indah | Rumah123,895000000,Denpasar,2024-06-13,False,2022.0,1,Pemukiman Warga,Bagus,Minimalis Modern,2200,Sumur Bor,2.0,2.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,3.0,60,1,True,False,False,0,False,60,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,rumah
Rumah Minimalis 2 Lantai Di Area Buluh Indah Denpasar | Rumah123,895000000,Denpasar,2024-06-13,False,2022.0,1,Pemukiman Warga,Baru,Minimalis Modern,1300,Sumur Bor,2.0,2.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,3.0,60,1,False,False,False,0,False,60,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,rumah
Rumah Murah di Jalan Buluh Indah Denpasar Barat | Rumah123,895000000,Denpasar,2024-06-13,True,2022.0,1,Perkotaan,Baru,Minimalis Modern,2200,Sumur Bor,2.0,2.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,1 Mobil,Unfurnished,3.0,60,1,True,True,False,0,False,60,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,rumah
Rumah Minimalis Modern di Jalan Buluh Indah Denpasar | Rumah123,895000000,Denpasar,2024-06-13,True,2022.0,0,Perkotaan,Baru,Minimalis Modern,2200,Sumur Bor,2.0,2.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,3.0,60,1,True,True,False,0,False,60,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,rumah
"Rumah Murah Tanah Luas di Kawasan Taman Griya, Jimbaran | Rumah123",900000000,Badung,2024-06-12,True,2022.0,1,Pemukiman Warga,Bagus,Minimalis Modern,2200,PAM atau PDAM,1.0,3.0,Keramik,False,Barat Daya,2022.0,SHM - Sertifikat Hak Milik,Bata Merah,2 Mobil,Unfurnished,3.0,70,1,True,True,True,0,False,120,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,rumah
"Rumah 2,4 are Pinggir Jalan Raya Singaraja Kubutambahan Buleleng | Rumah123",900000000,Buleleng,2024-06-13,True,2022.0,0,Pedesaan,Butuh Renovasi,Minimalis,1300,PAM atau PDAM,1.0,1.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,3 Mobil,Unfurnished,3.0,100,1,True,True,False,0,False,240,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
Rumah Modern Murah Di Pemogan Denpasar Selatan | Rumah123,900000000,Denpasar,2024-06-13,True,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,2200,Sumur Bor,1.0,1.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,3.0,60,1,True,True,False,1,False,100,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,rumah
RUMAH MINIMALIS SIAP HUNI DI PADONAN DEKAT CANGGU | Rumah123,900000000,Badung,2024-05-24,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,5500,PAM atau PDAM,1.0,1.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,3.0,62,0,False,False,False,0,False,100,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
"GIANYAR BALI SIAP HUNI DI AREA PERUMAHAN DEKAT PANTAI, BALI ZOO | Rumah123",900000000,Gianyar,2024-06-13,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,2200,PAM atau PDAM,1.0,2.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,3.0,170,0,False,False,False,0,False,90,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
RUMAH SINGOSARI DENPASAR UTARA BALI | Rumah123,900000000,Denpasar,2024-06-13,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,5500,PAM atau PDAM,1.0,2.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,3.0,100,0,False,False,False,0,False,150,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
Rumah Mungil Baru Renovasi | Rumah123,900000000,Denpasar,2024-06-13,False,2022.0,1,Pemukiman Warga,Butuh Renovasi,Minimalis,3300,Sumur Bor,2.0,2.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,2.0,60,1,True,False,False,0,False,50,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
"Rumah Murah Dikori Taman Griya Jimbaran,lokasi Strategis,hook | Rumah123",900000000,Badung,2024-06-13,True,2022.0,0,Perkotaan,Bagus,Minimalis Modern,2200,PAM atau PDAM,2.0,3.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,3.0,70,1,True,True,True,0,False,120,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,rumah
Dijual Atau Disewakan Rumah 2 Kamar di Taman Wisata Nusa Dua | Rumah123,900000000,Badung,2024-06-13,True,2022.0,1,Pemukiman Warga,Bagus,Minimalis,2200,PAM atau PDAM,1.0,2.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,2.0,100,1,True,True,False,0,False,99,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,rumah
"Rumah 2,4 are Pinggir Jalan Raya Singaraja Kubutambahan Buleleng | Rumah123",900000000,Buleleng,2024-02-24,True,2022.0,0,Pedesaan,Butuh Renovasi,Minimalis,1300,PAM atau PDAM,1.0,1.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,3 Mobil,Unfurnished,3.0,100,1,True,True,False,0,False,240,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
