title,harga,lokasi,tanggal,terjangkau_internet,dibangun,carport,pemandangan,kondisi_properti,konsep_dan_gaya_rumah,listrik,sumber_air,lantai,kamar_mandi,material_lantai,kamar_pembantu,hadap,direnovasi,sertifikat,material_bangunan,lebar_jalan,perabotan,kamar_tidur,luas_bangunan,dapur,ruang_tamu,ruang_makan,hook,garasi,kamar_mandi_pembantu,luas_tanah,kitchen_set,tempat_jemuran,tempat_laundry,one_gate_system,keamanan,kompor,jalur_telepon,keamanan_24_jam,taman,pemanas_air,mesin_cuci,kulkas,masjid,kolam_renang,ac,cctv,wastafel,playground,akses_parkir,kolam_ikan,ac.1,tipe
For Sale Lovely 2 Bedrooms Villa With Private Pool In Kerobokan Bali | Rumah123,2700000000,Badung,2024-06-13,True,2022.0,0,Pemukiman Warga,Bagus,Modern,5500,PAM atau PDAM,1.0,2.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Furnished,2.0,100,1,True,True,False,1,False,150,True,False,False,False,False,True,False,False,False,True,True,True,False,True,True,False,True,False,False,False,False,villa
Villa In Bukit Area Pandawa Badung Bali | Rumah123,2700000000,Badung,2024-06-13,True,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,3500,Sumur Bor,2.0,3.0,Keramik,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,"Batako, Beton",1 Mobil,Unfurnished,2.0,140,1,True,True,True,1,False,200,True,True,False,False,False,True,True,False,True,True,False,True,False,True,True,False,True,False,True,False,False,villa
New Luxury Villa For Sale With Rice Field View | Rumah123,2700000000,Badung,2024-06-13,False,2022.0,0,Pemukiman Warga,Baru,Minimalis Modern,5500,PAM atau PDAM,2.0,3.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,3.0,226,1,True,True,False,0,False,139,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,villa
"VILLA BARU VIEW SAWAH DI KAWASAN VILLA CANGGU, BALI | Rumah123",2700000000,Badung,2024-06-13,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,2200,PAM atau PDAM,1.0,3.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,3.0,250,0,False,False,False,0,False,139,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,villa
Rumah Dan Toko di Banjarangkan | Rumah123,2700000000,Klungkung,2024-06-13,True,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,5500,PAM atau PDAM,2.0,4.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Furnished,4.0,140,0,False,False,False,0,False,350,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,rumah
Villa Dijual di Kawasan Jln Tangkuban Perahu Padang Sambian Denpasar Barat | Rumah123,2700000000,Denpasar,2024-06-13,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,5500,PAM atau PDAM,2.0,2.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Furnished,3.0,160,0,False,False,False,0,False,133,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,villa
Dijual Rumah Type Sierra Adiwangsa Bali | Rumah123,2700000000,Denpasar,2024-06-13,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,5500,PAM atau PDAM,2.0,2.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Furnished,3.0,105,0,False,False,False,0,False,118,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
"Brand New Villa Ubud, Bali View Sawah. Exclusive Hanya 9 Unit | Rumah123",2700000000,Gianyar,2024-06-13,True,2022.0,1,Pemukiman Warga,Baru,Modern,5500,PAM atau PDAM,2.0,2.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Semi Furnished,2.0,128,1,True,True,False,0,False,134,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,villa
VILLA CANTIK BARU DENGAN LUXURY PRIVATE POOL | Rumah123,2700000000,Badung,2024-06-13,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,5500,PAM atau PDAM,1.0,3.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,2.0,137,0,False,False,False,0,False,130,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,villa
"(ay) RUMAH 2 LANTAI MINIMALIS di Jalan tkd balian, Sidakarya | Rumah123",2700000000,Denpasar,2024-06-13,True,2022.0,0,Perkotaan,Bagus,Modern,2200,Sumur Bor,2.0,4.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Semi Furnished,3.0,165,1,True,True,False,1,False,151,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,rumah
New Freehold 2 Bedrooms Tropical Modern Villa Paddy View At Ubud | Rumah123,2700000000,Gianyar,2024-06-13,True,2022.0,0,Pemukiman Warga,Baru,Modern,5500,Sumur Bor,2.0,2.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Semi Furnished,2.0,128,1,True,True,False,0,False,134,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,villa
"Rumah Rasa Vila di Nusa Dua, One Gated, Lokasi Aman | Rumah123",2700000000,Badung,2024-06-13,True,2022.0,2,Taman Kota,Bagus,Modern,4400,PAM atau PDAM,1.0,2.0,Keramik,False,Timur,2022.0,SHM - Sertifikat Hak Milik,"Beton, Bata Merah",2 Mobil,Semi Furnished,2.0,85,1,True,True,False,0,False,214,True,True,False,True,False,True,True,False,True,True,False,False,False,True,True,False,True,False,True,False,False,villa
Beautiful Villa With Lagoon Pool In Nusa Dua | Rumah123,2700000000,Badung,2024-06-13,True,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,4400,Sumur Pompa,2.0,2.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Furnished,2.0,120,0,True,True,False,0,False,134,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,villa
Rumah asri view sawah di pusat kota Denpasar | Rumah123,2700000000,Denpasar,2024-06-13,False,2022.0,1,Pemukiman Warga,Bagus,Minimalis,3500,Sumur Bor,2.0,2.0,Granit,True,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Semi Furnished,4.0,168,1,True,True,False,0,True,160,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,rumah
Brand New Villa Unique design dekat Pantai Melasti Bali | Rumah123,2700000000,Badung,2024-06-13,True,2022.0,1,Pemukiman Warga,Baru,Minimalis,5500,PAM atau PDAM,1.0,2.0,Granit,False,Barat,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Furnished,2.0,90,1,True,True,False,0,False,200,True,True,False,False,False,True,True,False,True,True,False,True,False,True,True,True,False,False,False,False,False,villa
Dijual Rumah Modern 2 Lantai One Gate System Di Nusa Dua | Rumah123,2700000000,Badung,2024-06-13,False,2022.0,1,Pemukiman Warga,Bagus,Minimalis Modern,5500,PAM atau PDAM,2.0,3.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Semi Furnished,3.0,250,0,False,False,False,1,False,150,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
"Rumah Batanghari, Denpasar | Rumah123",2700000000,Denpasar,2024-06-13,False,2022.0,1,Pemukiman Warga,Bagus,Minimalis Modern,7700,PAM atau PDAM,2.0,3.0,Granit,True,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Semi Furnished,3.0,146,0,False,False,False,0,True,141,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
Villa 2 Lantai Dengan 2 Kamar Tidur di Perum. Puri Sembada Canggu | Rumah123,2700000000,Badung,2024-06-13,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,5500,PAM atau PDAM,2.0,3.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Furnished,2.0,105,0,False,False,False,0,False,144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,villa
For Sale New House With Gwk View | Rumah123,2700000000,Klungkung,2024-06-13,True,2022.0,1,Pantai,Baru,Minimalis Modern,4400,PAM atau PDAM,2.0,2.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Semi Furnished,2.0,160,0,False,False,False,0,False,142,True,True,False,False,False,True,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,rumah
A Modern Villa Dengan View laut Dan View Sunset Di Jimbaran Bali | Rumah123,2700000000,Badung,2024-05-31,True,2022.0,1,Pantai,Bagus,Modern,5500,PAM atau PDAM,2.0,3.0,Granit,False,Utara,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Furnished,3.0,200,1,True,True,True,0,True,150,True,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,False,villa
Dijual Villa Dancing Garden di Nusa Dua Bali | Rumah123,2700000000,Badung,2024-06-13,True,2022.0,0,Pantai,Bagus,Modern,4400,PAM atau PDAM,2.0,2.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,2.0,120,0,False,False,False,0,False,134,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,villa
Rumah One Gate System dengan Kolam Renang Bersama | Rumah123,2700000000,Denpasar,2024-06-13,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,5500,PAM atau PDAM,1.0,3.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,3.0,179,0,False,False,False,0,False,147,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
DIJUAL VILLA FULL FURNISHED LOKASI ARE NUSA DUA SHM | Rumah123,2700000000,Badung,2024-06-13,True,2022.0,2,Perkotaan,Baru,Modern,2200,PAM atau PDAM,2.0,2.0,Granit,False,Timur,2022.0,SHM - Sertifikat Hak Milik,Batako,4 Mobil,Furnished,2.0,180,1,True,True,False,2,False,190,True,True,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,villa
RUMAH FULLY FURNISHED BERNILAI INVESTASI TINGGI | Rumah123,2700000000,Badung,2024-06-13,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,2200,PAM atau PDAM,1.0,2.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,2.0,180,0,False,False,False,0,False,190,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
Modern 3 Bedroom Villa With Ricefield View In Ubud Bali For Sale Leasehold | Rumah123,2700000000,Gianyar,2024-06-13,True,2022.0,1,Pemukiman Warga,Bagus,Minimalis Modern,5500,Sumur Bor,1.0,3.0,Granit,False,Selatan,2022.0,HS - Hak Sewa,Batako,1 Mobil,Furnished,3.0,100,1,True,True,False,0,False,350,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,villa
Spacous 3 Bedroom Villa With Ricefield View In Ubud Bali For Sale Leasehold | Rumah123,2700000000,Gianyar,2024-06-13,True,2022.0,1,Pemukiman Warga,Bagus,Minimalis Modern,5500,Sumur Bor,1.0,3.0,Granit,False,Selatan,2022.0,HS - Hak Sewa,Batako,1 Mobil,Furnished,3.0,100,1,True,True,False,0,False,350,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False,False,False,villa
Rumah Semi Villa Full Interior Di Jalan Tukad Balian Renon | Rumah123,2700000000,Denpasar,2024-06-13,True,2022.0,0,Perkotaan,Bagus,Minimalis Modern,5500,PAM atau PDAM,2.0,4.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Furnished,3.0,150,0,True,True,False,1,False,100,True,True,False,False,False,True,False,False,True,True,False,False,False,True,True,False,True,False,False,False,False,villa
Dijual villa lokasi goa gong jimbaran kuta selatan | Rumah123,2700000000,Badung,2024-06-13,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,5500,PAM atau PDAM,2.0,3.0,Granit,True,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Furnished,3.0,143,1,True,True,False,0,True,160,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,villa
Dijual rumah lokasi citra land denpasar barat | Rumah123,2700000000,Denpasar,2024-06-13,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,5500,PAM atau PDAM,1.0,4.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,4.0,148,1,True,True,False,0,False,128,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,rumah
Hunian semi villa Ubud area suasana nyaman view sawah | Rumah123,2700000000,Gianyar,2024-06-13,False,2022.0,1,Pemukiman Warga,Baru,Minimalis Modern,5500,PAM atau PDAM,3.0,3.0,Granit,True,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Semi Furnished,3.0,183,0,False,False,False,0,True,216,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,villa
Rumah Komplek Taman Ambengan di Jimbaran | Rumah123,2700000000,Badung,2024-06-13,True,2022.0,0,Pemukiman Warga,Sudah Renovasi,Modern,5500,Sumur Bor,2.0,2.0,Granit,False,Barat Laut,2022.0,SHM - Sertifikat Hak Milik,Bata Hebel,2 Mobil,Furnished,3.0,81,1,True,True,False,1,False,117,True,True,True,True,False,True,True,True,True,True,False,True,False,False,True,False,True,False,True,False,False,rumah
Vila Siap Huni Vila Dancing Garden Nusa Dua Badung Bali | Rumah123,2700000000,Badung,2024-06-13,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,4400,PAM atau PDAM,2.0,2.0,Keramik,False,Selatan,2022.0,HGB - Hak Guna Bangunan,"Beton, Bata Merah",2 Mobil,Unfurnished,2.0,120,0,False,False,False,0,False,134,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,villa
"Rumah One Gate System di Denpasar Selatan, Gelogor Carik | Rumah123",2700000000,Denpasar,2024-06-13,True,2022.0,2,Pemukiman Warga,Bagus,Minimalis,2200,Sumur Bor,2.0,4.0,Granit,False,Utara,2022.0,SHM - Sertifikat Hak Milik,Batako,1 Mobil,Unfurnished,3.0,100,1,True,True,False,2,False,136,True,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,rumah
Jual Cepat Rumah di Damara Village Jimbaran | Rumah123,2700000000,Badung,2024-06-13,True,2022.0,1,Pemukiman Warga,Baru,Minimalis Modern,3300,PAM atau PDAM,2.0,2.0,"Keramik, Ubin",False,Selatan,2022.0,SHM - Sertifikat Hak Milik,"Batako, Bata Hebel",2 Mobil,Unfurnished,2.0,100,1,True,True,False,0,False,133,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,rumah
Jual Cepat Rumah di Damara Village Jimbaran | Rumah123,2700000000,Badung,2024-06-13,True,2022.0,1,Pemukiman Warga,Baru,Minimalis Modern,3300,PAM atau PDAM,2.0,2.0,"Keramik, Ubin",False,Selatan,2022.0,SHM - Sertifikat Hak Milik,"Batako, Bata Hebel",2 Mobil,Unfurnished,2.0,100,1,True,True,False,0,False,133,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,rumah
Dijual rumah lokasi pemaron munggu mengwi | Rumah123,2700000000,Badung,2024-06-13,True,2022.0,1,Pedesaan,Baru,Minimalis Modern,4400,PAM atau PDAM,2.0,4.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Furnished,4.0,275,1,True,True,False,1,False,150,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,rumah
VILLA UBUD RESIDENCE ONE GATE SYSTEM VIEW SAWAH | Rumah123,2710000000,Gianyar,2024-06-13,False,2022.0,0,Pemukiman Warga,Baru,Minimalis Modern,5500,PAM atau PDAM,3.0,3.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,3.0,183,0,False,False,False,0,False,200,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,villa
"DIJUAL VILLA UBUD, VIEW ALAM YANG MENYEGARKAN | Rumah123",2710000000,Gianyar,2024-03-27,False,2022.0,1,Pemukiman Warga,Baru,Modern,5500,Sumur Bor,2.0,2.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Semi Furnished,2.0,128,1,True,True,False,0,False,133,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,villa
Villa Semi Furnish Dengan Pemandangan Langsung Sawah di Ubud | Rumah123,2720000000,Gianyar,2024-03-07,True,2022.0,1,Pedesaan,Baru,Modern,5500,PAM atau PDAM,2.0,2.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Semi Furnished,2.0,128,1,True,True,False,0,False,134,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,villa
Ricefield View Villa In Ubud | Rumah123,2720000000,Gianyar,2024-06-13,False,2022.0,2,Pedesaan,Baru,Kontemporer,5500,PAM atau PDAM,2.0,2.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Semi Furnished,2.0,128,1,False,False,False,0,False,134,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,villa
For Sale Villa Luxury di Area Kampial Nusa Dua | Rumah123,2740000000,Badung,2024-06-12,True,2022.0,1,Pemukiman Warga,Baru,Modern,5500,PAM atau PDAM,2.0,3.0,Granit,False,Utara,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,2.0,127,1,True,True,False,1,False,130,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,villa
Villa Aesthetic Luxury di Ungasan Badung Bali | Rumah123,2750000000,Badung,2024-01-19,False,2022.0,2,Pemukiman Warga,Bagus,Minimalis Modern,4400,PAM atau PDAM,2.0,2.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Furnished,2.0,210,1,False,False,False,0,False,210,True,True,False,False,False,True,True,True,True,True,False,True,False,False,True,False,True,False,False,False,False,villa
Rumah Semi Villa Suasana Nyaman Dan Asri Dengan View Sawah Ubud | Rumah123,2750000000,Gianyar,2024-05-07,True,2022.0,0,Pedesaan,Baru,Minimalis Modern,4400,Sumur Bor,3.0,3.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Bata Hebel,3 Mobil,Semi Furnished,3.0,183,1,True,True,False,1,False,196,True,True,True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,False,True,False,False,villa
Luxury Villa With Rooftop Ubud Fully Furnished View Sawah Shm | Rumah123,2750000000,Gianyar,2024-06-13,True,2022.0,1,Pedesaan,Baru,Minimalis Modern,6600,PAM atau PDAM,2.0,3.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Furnished,3.0,183,1,True,True,False,2,False,196,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,villa
"1 Unit, Villa Dijual, Di Kuta Selatan, Badung, Bali | Rumah123",2750000000,Badung,2024-04-03,True,2022.0,2,Pemukiman Warga,Baru,Minimalis Modern,2200,PAM atau PDAM,1.0,2.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Furnished,2.0,100,1,True,True,False,0,False,201,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,villa
"1 Unit, Villa Dijual, Di Kuta Selatan, Badung, Bali | Rumah123",2750000000,Badung,2024-06-13,True,2022.0,2,Pemukiman Warga,Baru,Minimalis Modern,2200,PAM atau PDAM,1.0,2.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Furnished,2.0,100,1,True,True,False,0,False,201,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,villa
Minimalist 2br Villa Komplex Area Premium Nusa Dua Near Tol Bali | Rumah123,2750000000,Badung,2024-06-14,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,3500,PAM atau PDAM,3.0,3.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Furnished,2.0,120,1,True,True,False,0,False,101,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False,False,False,villa
Villa Gress 2 Kamar Tidur Fully Furnished Di Ungasan Kutuh | Rumah123,2750000000,Badung,2024-06-13,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,5500,PAM atau PDAM,1.0,2.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,2.0,150,0,False,False,False,0,False,210,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,villa
Beautiful Newly Renovated House Close To Saba Beach For Sale Fully Furnished | Rumah123,2750000000,Gianyar,2024-06-13,True,2022.0,1,Pedesaan,Bagus,Minimalis Modern,3500,PAM atau PDAM,1.0,3.0,Granit,True,Utara,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Furnished,4.0,188,2,True,True,False,1,True,355,True,True,False,True,False,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,False,rumah
"Villa Full Furnished, 15 Menit Ke Pantai Melasti, Ungasan, Bali | Rumah123",2750000000,Badung,2024-06-13,True,2022.0,2,Pemukiman Warga,Baru,Minimalis Modern,2200,PAM atau PDAM,1.0,2.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Furnished,2.0,100,1,True,True,False,0,False,201,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,True,False,False,villa
Dijual Villa Terawat dan Siap Huni di Nusa Dua Bali | Rumah123,2750000000,Badung,2024-06-13,False,2022.0,2,Pemukiman Warga,Bagus,Minimalis Modern,4400,PAM atau PDAM,2.0,3.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,4.0,150,0,False,False,False,0,False,210,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,villa
Rumah siap huni Full Furnished Perumahan Kori Nuansa Jimbaran | Rumah123,2750000000,Badung,2024-06-14,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,5500,PAM atau PDAM,1.0,2.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,3.0,175,0,False,False,False,0,False,200,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
"TURUN HARGA Rumah 2 Lantai Bagus Unfurnished Sertifikat Hak Milik di Renon, Denpasar | Rumah123",2750000000,Denpasar,2024-06-13,True,2022.0,1,Perkotaan,Bagus,Minimalis Modern,3300,Sumur Bor,2.0,3.0,Granit,True,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,3.0,200,0,True,True,False,2,True,125,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
rumah glogor carik denpasar kuta | Rumah123,2750000000,Denpasar,2024-06-13,False,2022.0,1,Pemukiman Warga,Bagus,Modern,5500,PAM atau PDAM,2.0,3.0,Granit,True,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Furnished,3.0,110,1,True,True,False,0,True,105,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,rumah
Villa Pribadi Ubud 3 Lantai Include Furnish Dan Pool | Rumah123,2750000000,Gianyar,2024-06-13,True,2022.0,1,Pedesaan,Baru,Paviliun,4400,PAM atau PDAM,3.0,2.0,"Granit, Keramik, Ubin",False,Selatan,2022.0,SHM - Sertifikat Hak Milik,"Beton, Bata Merah, Bata Hebel",2 Mobil,Unfurnished,3.0,183,1,True,True,False,0,False,196,True,True,False,True,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True,False,False,villa
Rumah Baru Bagus Elit Lokasi Strategis di Suwung Sesetan Dekat Bypass | Rumah123,2750000000,Denpasar,2024-06-13,True,2022.0,1,Pemukiman Warga,Baru,Minimalis Modern,4400,PAM atau PDAM,3.0,3.0,Granit,True,Timur,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,3.0,135,1,True,True,False,0,True,119,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,rumah
Rumah Semi Villa di Cargo Pondok Indah | Rumah123,2750000000,Denpasar,2024-06-13,False,2022.0,0,Pemukiman Warga,Baru,Minimalis Modern,5500,PAM atau PDAM,2.0,2.0,Granit,True,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,2.0,148,0,False,False,False,1,True,187,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,villa
Villa Cantik Minimalis di Ubud | Rumah123,2750000000,Gianyar,2024-06-13,False,2022.0,1,Pemukiman Warga,Bagus,Minimalis Modern,5500,Sumur Bor,1.0,2.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Furnished,2.0,100,0,False,False,False,0,False,150,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,villa
Dijual Villa Kondisi Baru Jadi Lokasi Kutuh Ungasan Jalan Mundeh | Rumah123,2750000000,Badung,2024-06-13,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,5500,PAM atau PDAM,2.0,2.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Furnished,2.0,200,0,False,False,False,0,False,210,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,villa
NEW VILLA DI CELUK-SUKAWATI UBUD | Rumah123,2750000000,Gianyar,2024-06-13,False,2022.0,0,Pemukiman Warga,Bagus,Minimalis Modern,4400,PAM atau PDAM,1.0,3.0,Granit,False,Selatan,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,3.0,250,0,False,False,False,0,False,325,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,villa
Rumah Villa Nyaman Terawat di Balangan Bali | Rumah123,2750000000,Badung,2024-06-13,True,2022.0,1,Pemukiman Warga,Bagus,Minimalis Modern,2200,PAM atau PDAM,1.0,1.0,Granit,False,Barat,2022.0,SHM - Sertifikat Hak Milik,Batako,2 Mobil,Unfurnished,2.0,100,0,False,False,False,0,False,100,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,villa
