price,location,bedroom,bathroom,carport,build_area,land_area,type
3300000000,Gianyar,1,1,0,80,120,villa
3700000000,Gianyar,1,1,0,80,120,villa
3700000000,Gianyar,1,1,1,80,120,villa
3700000000,Gianyar,1,1,1,80,120,villa
977000000,Denpasar,2,1,1,80,121,rumah
1850000000,Badung,2,2,0,80,123,villa
1850000000,Badung,2,2,0,80,123,villa
1400000000,Badung,3,3,0,80,124,rumah
1350000000,Badung,2,3,0,80,125,villa
1580000000,Badung,3,3,0,80,125,villa
2650000000,Badung,1,1,0,80,125,villa
1270000000,Badung,2,2,0,80,126,villa
1500000000,Badung,2,2,0,80,126,villa
2000000000,Gianyar,1,1,0,80,129,villa
1950000000,Badung,3,2,0,80,130,rumah
3130000000,Badung,3,2,0,80,130,villa
2600000000,Badung,2,2,1,80,135,villa
900000000,Badung,1,2,0,80,150,rumah
1800000000,Badung,3,2,2,80,150,rumah
1300000000,Badung,3,2,1,80,160,rumah
2760000000,Badung,2,2,0,80,160,villa
1600000000,Tabanan,3,2,1,80,192,villa
1770000000,Badung,2,2,0,80,200,rumah
2500000000,Badung,2,2,0,80,205,rumah
2500000000,Badung,2,2,1,80,205,villa
2500000000,Badung,2,2,1,80,205,villa
3000000000,Badung,1,2,0,80,230,villa
4300000000,Badung,1,1,0,80,310,villa
4950000000,Badung,1,1,0,80,310,villa
950000000,Denpasar,2,2,0,81,66,rumah
1400000000,Denpasar,3,3,0,81,81,rumah
1450000000,Denpasar,3,3,1,81,81,rumah
1800000000,Tabanan,2,2,0,81,100,villa
2700000000,Badung,3,2,0,81,117,rumah
400000000,Denpasar,2,2,0,82,64,rumah
800000000,Badung,2,2,0,82,66,rumah
815000000,Badung,2,2,1,82,66,rumah
950000000,Denpasar,2,2,0,82,68,rumah
3300000000,Badung,2,2,0,82,150,villa
2960000000,Badung,1,1,0,83,65,villa
790000000,Badung,3,1,0,83,72,rumah
750000000,Badung,2,1,0,83,113,rumah
1800000000,Badung,2,2,0,83,114,villa
1390000000,Denpasar,3,2,1,84,67,rumah
1350000000,Badung,2,3,1,84,89,rumah
1700000000,Denpasar,4,3,1,84,105,rumah
1700000000,Denpasar,4,3,1,84,105,rumah
1700000000,Denpasar,4,3,1,84,105,rumah
2790000000,Badung,2,2,0,84,150,villa
4750000000,Badung,2,2,0,84,158,villa
650000000,Badung,2,1,0,85,46,rumah
1200000000,Denpasar,3,2,1,85,63,rumah
1200000000,Denpasar,3,2,1,85,63,rumah
1250000000,Denpasar,3,2,1,85,63,rumah
1250000000,Denpasar,3,2,1,85,63,rumah
1250000000,Denpasar,3,2,1,85,63,rumah
1300000000,Denpasar,3,2,0,85,63,rumah
1300000000,Denpasar,3,2,1,85,63,rumah
1450000000,Denpasar,3,2,1,85,69,rumah
1450000000,Denpasar,3,2,1,85,69,rumah
1450000000,Denpasar,3,2,1,85,75,rumah
1450000000,Denpasar,3,2,0,85,75,rumah
1450000000,Denpasar,3,2,1,85,75,rumah
1930000000,Badung,2,3,1,85,88,villa
1970000000,Badung,2,2,1,85,88,rumah
1950000000,Denpasar,2,2,0,85,95,rumah
1600000000,Denpasar,3,2,0,85,98,rumah
1400000000,Denpasar,3,2,1,85,100,rumah
1500000000,Denpasar,3,3,0,85,100,rumah
1600000000,Badung,3,3,1,85,100,rumah
1600000000,Badung,3,2,1,85,100,rumah
1600000000,Badung,3,2,1,85,100,villa
1600000000,Badung,3,3,0,85,100,rumah
1600000000,Badung,3,3,0,85,100,rumah
1600000000,Denpasar,3,3,1,85,100,rumah
1680000000,Badung,3,2,0,85,100,villa
1700000000,Bangli,2,2,1,85,100,villa
1850000000,Badung,2,2,0,85,100,villa
1850000000,Badung,2,2,0,85,100,villa
1850000000,Badung,2,2,0,85,100,villa
1870000000,Badung,2,2,2,85,100,villa
1950000000,Bangli,2,2,1,85,100,villa
2270000000,Denpasar,2,3,2,85,100,villa
950000000,Badung,4,2,1,85,105,rumah
1000000000,Denpasar,3,3,1,85,105,rumah
1950000000,Badung,2,2,0,85,112,villa
2400000000,Denpasar,3,3,0,85,120,rumah
2500000000,Badung,3,3,1,85,135,villa
1500000000,Denpasar,4,3,1,85,139,rumah
1750000000,Gianyar,2,2,0,85,156,villa
2700000000,Badung,2,2,2,85,214,villa
5250000000,Badung,2,2,0,86,90,villa
1300000000,Badung,3,2,1,86,92,rumah
1400000000,Denpasar,3,2,1,86,100,rumah
1250000000,Denpasar,3,2,1,86,104,rumah
1400000000,Denpasar,3,2,1,86,104,villa
1400000000,Denpasar,3,2,1,86,104,villa
1100000000,Denpasar,3,2,0,86,110,rumah
2200000000,Badung,3,3,0,86,123,rumah
1100000000,Denpasar,4,2,0,86,160,rumah
1000000000,Badung,2,2,1,87,68,rumah
980000000,Badung,3,2,0,87,75,rumah
900000000,Denpasar,2,2,1,87,101,rumah
1400000000,Denpasar,1,1,0,88,50,rumah
2500000000,Badung,1,2,0,88,66,villa
2550000000,Badung,1,2,0,88,66,villa
1310000000,Denpasar,2,3,1,88,84,rumah
3900000000,Badung,2,2,0,88,206,villa
850000000,Badung,2,1,1,89,60,rumah
1950000000,Badung,2,2,1,89,112,villa
1200000000,Badung,3,2,0,90,100,rumah
800000000,Denpasar,2,2,0,90,53,rumah
650000000,Badung,2,1,1,90,66,rumah
875000000,Badung,3,3,1,90,71,rumah
1490000000,Denpasar,3,3,0,90,81,rumah
975000000,Badung,3,1,0,90,90,rumah
975000000,Badung,3,1,0,90,90,rumah
1000000000,Badung,3,2,0,90,96,rumah
1500000000,Badung,3,2,1,90,98,rumah
750000000,Denpasar,3,1,0,90,100,rumah
800000000,Badung,3,1,1,90,100,rumah
1100000000,Denpasar,3,3,1,90,100,rumah
1300000000,Denpasar,3,3,1,90,100,rumah
1300000000,Denpasar,3,3,1,90,100,rumah
1400000000,Badung,3,2,1,90,100,villa
1450000000,Denpasar,2,1,0,90,100,rumah
1500000000,Badung,3,3,1,90,100,villa
1500000000,Badung,3,3,1,90,100,villa
1700000000,Denpasar,2,2,0,90,100,rumah
1700000000,Denpasar,2,2,1,90,100,rumah
1700000000,Denpasar,2,2,1,90,100,rumah
1890000000,Denpasar,3,3,1,90,100,rumah
1890000000,Denpasar,3,3,1,90,100,rumah
1900000000,Denpasar,3,3,0,90,100,rumah
1950000000,Badung,2,3,1,90,100,villa
1950000000,Badung,2,3,1,90,100,villa
1970000000,Denpasar,3,3,1,90,100,rumah
2000000000,Denpasar,3,3,0,90,100,rumah
2200000000,Badung,3,2,0,90,100,rumah
2300000000,Badung,2,3,0,90,100,villa
2300000000,Badung,2,3,1,90,100,rumah
2400000000,Badung,3,2,0,90,100,villa
2500000000,Badung,3,2,0,90,100,rumah
1100000000,Badung,2,1,0,90,104,rumah
950000000,Denpasar,2,2,1,90,105,rumah
950000000,Denpasar,2,2,0,90,105,rumah
2440000000,Denpasar,2,2,1,90,105,rumah
2700000000,Denpasar,2,2,1,90,105,rumah
1300000000,Badung,2,3,1,90,108,rumah
1200000000,Badung,3,2,1,90,110,rumah
1800000000,Badung,2,2,1,90,114,rumah
1800000000,Badung,2,2,1,90,114,rumah
1980000000,Badung,2,2,0,90,114,rumah
3000000000,Badung,2,2,0,90,115,villa
1200000000,Badung,2,2,0,90,117,rumah
775000000,Badung,2,1,0,90,118,rumah
1400000000,Denpasar,3,2,1,90,119,rumah
1400000000,Denpasar,3,2,0,90,119,rumah
1600000000,Denpasar,3,3,1,90,119,rumah
600000000,Buleleng,2,2,1,90,120,rumah
1350000000,Denpasar,4,2,0,90,120,rumah
1400000000,Denpasar,4,2,0,90,120,rumah
1400000000,Badung,3,1,0,90,120,rumah
1400000000,Denpasar,4,2,0,90,120,rumah
1500000000,Badung,2,2,0,90,130,villa
1950000000,Badung,3,2,0,90,134,rumah
2850000000,Denpasar,2,2,1,90,142,villa
1350000000,Denpasar,3,2,0,90,145,rumah
2300000000,Badung,3,2,1,90,145,rumah
2300000000,Badung,3,2,1,90,145,rumah
1000000000,Badung,2,1,0,90,150,rumah
1350000000,Denpasar,3,2,1,90,150,rumah
2100000000,Badung,3,2,0,90,154,rumah
2200000000,Denpasar,2,2,0,90,162,villa
3350000000,Badung,2,2,0,90,172,villa
1800000000,Denpasar,3,2,0,90,180,rumah
1300000000,Badung,3,1,0,90,200,rumah
2700000000,Badung,2,2,1,90,200,villa
2500000000,Badung,3,2,0,90,214,rumah
2500000000,Badung,2,2,1,90,240,rumah
2100000000,Tabanan,3,2,0,90,350,rumah
2250000000,Tabanan,3,2,0,90,350,villa
2300000000,Badung,2,2,0,91,101,villa
2300000000,Badung,2,2,0,91,101,villa
7500000000,Badung,2,2,0,91,170,villa
900000000,Denpasar,3,2,1,92,65,rumah
1550000000,Denpasar,3,3,2,92,83,rumah
2400000000,Denpasar,3,2,2,92,105,rumah
2400000000,Denpasar,3,2,0,92,105,rumah
4000000000,Badung,2,2,0,92,116,villa
2250000000,Badung,2,3,0,92,133,villa
1900000000,Denpasar,2,2,0,92,200,rumah
3500000000,Badung,1,1,0,93,122,villa
2700000000,Badung,1,1,0,93,126,villa
2800000000,Badung,1,1,0,93,126,villa
2800000000,Badung,1,1,1,93,126,villa
3000000000,Badung,1,1,0,93,126,villa
3900000000,Badung,2,3,0,94,90,villa
1100000000,Badung,3,2,0,94,106,rumah
1550000000,Denpasar,3,3,1,95,84,rumah
1300000000,Badung,4,3,0,95,95,rumah
1300000000,Badung,4,3,0,95,95,rumah
1280000000,Badung,2,2,1,95,100,rumah
1790000000,Badung,2,3,1,95,100,villa
1800000000,Badung,3,2,1,95,100,villa
1800000000,Badung,2,2,0,95,100,villa
1800000000,Badung,2,3,0,95,100,villa
1800000000,Badung,2,3,1,95,100,villa
1800000000,Badung,2,2,1,95,100,villa
1800000000,Badung,2,2,1,95,100,villa
1800000000,Badung,2,2,1,95,100,villa
2000000000,Denpasar,3,2,1,95,100,rumah
2000000000,Denpasar,3,2,0,95,100,rumah
2650000000,Badung,3,3,1,95,101,villa
2650000000,Badung,3,3,0,95,101,villa
1370000000,Badung,2,2,1,95,105,villa
1370000000,Badung,2,2,1,95,105,villa
1370000000,Badung,2,2,0,95,105,villa
1370000000,Badung,2,2,0,95,105,villa
1370000000,Badung,2,2,0,95,105,villa
1370000000,Badung,2,2,1,95,105,villa
1370000000,Badung,2,2,0,95,105,villa
1500000000,Badung,2,2,1,95,105,villa
1500000000,Badung,2,2,1,95,105,villa
1550000000,Badung,2,2,1,95,105,villa
1550000000,Badung,2,2,0,95,105,villa
1550000000,Badung,2,2,1,95,105,villa
1400000000,Badung,2,2,1,95,109,villa
1250000000,Badung,2,2,0,95,117,rumah
1350000000,Badung,2,2,0,95,117,rumah
1700000000,Badung,3,3,1,95,120,rumah
1950000000,Badung,3,3,2,95,125,villa
1850000000,Denpasar,3,2,1,95,127,rumah
1850000000,Denpasar,3,2,0,95,127,rumah
3500000000,Badung,2,2,0,95,128,villa
3500000000,Badung,2,2,0,95,128,villa
1800000000,Gianyar,1,1,0,95,129,villa
1800000000,Gianyar,1,1,0,95,129,villa
3900000000,Badung,2,2,1,95,134,villa
3450000000,Badung,2,2,1,95,139,villa
1300000000,Badung,2,2,1,96,60,rumah
2650000000,Gianyar,2,2,1,97,150,villa
1850000000,Badung,2,2,1,98,100,villa
1850000000,Badung,2,2,0,98,104,villa
1850000000,Badung,2,2,1,98,104,villa
1850000000,Badung,2,2,1,98,104,villa
2800000000,Badung,1,1,1,98,120,villa
1800000000,Badung,3,3,0,98,121,rumah
3000000000,Badung,2,2,0,98,135,villa
2500000000,Denpasar,3,3,0,98,146,rumah
1250000000,Badung,3,2,1,99,140,rumah
395000000,Denpasar,1,1,0,100,100,rumah
950000000,Denpasar,3,2,1,100,60,rumah
1000000000,Denpasar,2,2,1,100,65,rumah
1100000000,Denpasar,2,2,0,100,65,rumah
925000000,Denpasar,2,2,1,100,66,rumah
2400000000,Badung,2,2,0,100,66,villa
625000000,Badung,2,2,0,100,67,rumah
825000000,Gianyar,4,2,0,100,75,rumah
825000000,Gianyar,4,2,0,100,75,rumah
1300000000,Badung,3,2,1,100,78,rumah
1350000000,Badung,3,2,1,100,78,rumah
2950000000,Denpasar,2,2,0,100,78,rumah
1200000000,Denpasar,3,2,0,100,86,rumah
1250000000,Denpasar,3,2,1,100,86,rumah
1500000000,Badung,3,3,0,100,96,rumah
1200000000,Denpasar,3,2,1,100,97,rumah
900000000,Badung,2,2,1,100,99,rumah
750000000,Badung,3,3,0,100,100,villa
850000000,Badung,3,1,0,100,100,rumah
850000000,Denpasar,2,2,1,100,100,rumah
1000000000,Denpasar,1,1,1,100,100,villa
1100000000,Denpasar,2,1,0,100,100,rumah
1100000000,Denpasar,2,1,0,100,100,rumah
1100000000,Denpasar,3,2,1,100,100,rumah
1200000000,Badung,3,3,1,100,100,rumah
1200000000,Denpasar,4,3,0,100,100,rumah
1200000000,Denpasar,2,2,0,100,100,rumah
1250000000,Badung,3,2,1,100,100,rumah
1300000000,Denpasar,3,3,0,100,100,rumah
1300000000,Denpasar,3,3,0,100,100,rumah
1500000000,Denpasar,3,3,1,100,100,rumah
1550000000,Denpasar,3,4,1,100,100,rumah
1590000000,Denpasar,3,3,2,100,100,rumah
1590000000,Denpasar,3,3,0,100,100,rumah
1590000000,Denpasar,3,3,2,100,100,rumah
1640000000,Denpasar,3,3,2,100,100,rumah
1640000000,Denpasar,3,3,0,100,100,rumah
1640000000,Denpasar,3,3,0,100,100,rumah
1670000000,Badung,3,3,1,100,100,rumah
1700000000,Badung,3,3,2,100,100,villa
1700000000,Badung,3,3,1,100,100,villa
1700000000,Denpasar,3,3,1,100,100,rumah
1700000000,Denpasar,3,4,1,100,100,rumah
1700000000,Badung,3,3,0,100,100,villa
1700000000,Badung,3,3,1,100,100,villa
1720000000,Badung,3,4,0,100,100,villa
1720000000,Badung,3,4,2,100,100,villa
1720000000,Badung,3,3,2,100,100,villa
1720000000,Badung,3,4,2,100,100,villa
1720000000,Badung,3,3,1,100,100,villa
1720000000,Badung,3,3,1,100,100,villa
1720000000,Badung,3,3,1,100,100,villa
1750000000,Denpasar,4,3,0,100,100,rumah
1750000000,Denpasar,3,3,1,100,100,rumah
1750000000,Denpasar,3,3,0,100,100,rumah
1800000000,Denpasar,3,4,0,100,100,rumah
1850000000,Badung,4,2,0,100,100,rumah
1850000000,Denpasar,3,3,1,100,100,rumah
1900000000,Badung,3,3,0,100,100,villa
1950000000,Badung,3,3,1,100,100,villa
2000000000,Badung,2,2,2,100,100,villa
2000000000,Badung,3,3,0,100,100,villa
2000000000,Badung,1,1,1,100,100,villa
2000000000,Badung,3,3,0,100,100,rumah
2000000000,Badung,3,3,1,100,100,villa
2000000000,Badung,3,3,0,100,100,villa
2000000000,Badung,2,2,2,100,100,villa
2100000000,Badung,2,3,0,100,100,villa
2300000000,Badung,3,3,0,100,100,villa
2300000000,Badung,3,3,0,100,100,villa
2500000000,Badung,3,3,1,100,100,villa
2500000000,Badung,3,3,1,100,100,rumah
2500000000,Badung,3,3,0,100,100,villa
2550000000,Badung,3,3,1,100,100,villa
2750000000,Badung,2,1,1,100,100,villa
2800000000,Denpasar,3,3,0,100,100,rumah
2800000000,Badung,2,3,0,100,100,villa
3800000000,Badung,3,3,0,100,100,villa
3800000000,Badung,3,3,2,100,100,villa
3800000000,Denpasar,4,4,1,100,100,villa
3800000000,Badung,3,3,0,100,100,villa
3800000000,Badung,3,3,0,100,100,villa
3800000000,Badung,3,3,1,100,100,villa
2300000000,Denpasar,3,3,1,100,101,villa
2300000000,Denpasar,3,3,0,100,101,villa
2300000000,Denpasar,3,3,0,100,101,villa
2300000000,Denpasar,3,3,2,100,101,villa
2310000000,Denpasar,3,3,1,100,101,villa
2310000000,Denpasar,3,3,2,100,101,rumah
2350000000,Denpasar,3,3,1,100,101,rumah
400000000,Buleleng,2,1,0,100,103,rumah
1250000000,Denpasar,4,3,1,100,104,rumah
1250000000,Denpasar,4,3,1,100,104,rumah
1250000000,Denpasar,3,3,0,100,104,rumah
1720000000,Badung,2,3,2,100,104,villa
2500000000,Badung,4,4,1,100,105,rumah
2500000000,Badung,2,2,1,100,105,villa
3500000000,Badung,3,2,0,100,105,villa
1100000000,Badung,4,2,1,100,107,rumah
1490000000,Badung,3,3,1,100,108,rumah
1550000000,Denpasar,3,2,0,100,108,rumah
1600000000,Denpasar,3,2,0,100,108,rumah
1600000000,Denpasar,3,2,0,100,108,rumah
1600000000,Denpasar,3,2,1,100,108,rumah
1600000000,Denpasar,3,2,1,100,108,rumah
980000000,Denpasar,3,3,1,100,110,rumah
1400000000,Badung,3,2,1,100,110,rumah
1500000000,Badung,3,3,1,100,110,rumah
1650000000,Badung,3,3,0,100,110,rumah
1800000000,Badung,3,2,1,100,110,villa
1100000000,Badung,2,2,1,100,111,rumah
1100000000,Badung,2,2,1,100,111,rumah
1200000000,Badung,3,2,0,100,113,rumah
2350000000,Denpasar,3,3,0,100,113,villa
1350000000,Denpasar,3,2,1,100,115,rumah
1500000000,Denpasar,3,2,0,100,115,rumah
2200000000,Denpasar,2,1,0,100,115,rumah
1250000000,Badung,3,2,0,100,116,rumah
1200000000,Badung,2,2,0,100,117,rumah
1400000000,Denpasar,3,3,1,100,119,rumah
1400000000,Denpasar,3,3,0,100,119,rumah
1700000000,Denpasar,3,2,0,100,119,rumah
1100000000,Denpasar,2,2,0,100,120,rumah
1400000000,Denpasar,4,2,0,100,120,rumah
1400000000,Badung,3,2,0,100,120,rumah
1400000000,Badung,3,1,0,100,120,rumah
2000000000,Badung,3,3,0,100,120,rumah
2150000000,Badung,3,2,0,100,120,rumah
2150000000,Badung,3,2,0,100,120,rumah
2300000000,Denpasar,3,3,0,100,120,villa
1350000000,Denpasar,3,2,0,100,121,rumah
2500000000,Denpasar,3,3,1,100,121,rumah
2500000000,Denpasar,3,3,1,100,121,rumah
1690000000,Badung,3,3,1,100,122,villa
1500000000,Badung,2,3,0,100,125,rumah
1700000000,Gianyar,3,2,1,100,125,rumah
950000000,Denpasar,3,2,0,100,126,rumah
1850000000,Denpasar,3,2,1,100,127,rumah
1850000000,Denpasar,3,2,0,100,127,rumah
2450000000,Denpasar,3,3,0,100,127,villa
1960000000,Badung,2,3,0,100,128,villa
2700000000,Denpasar,4,3,0,100,128,rumah
1700000000,Denpasar,3,3,1,100,129,rumah
1100000000,Badung,2,1,0,100,130,rumah
1400000000,Badung,3,2,0,100,130,rumah
1500000000,Badung,3,2,0,100,130,rumah
2500000000,Badung,3,4,0,100,130,villa
1000000000,Badung,2,1,0,100,132,rumah
1200000000,Denpasar,3,2,1,100,133,rumah
1360000000,Denpasar,3,2,0,100,133,rumah
2290000000,Badung,2,2,1,100,133,villa
2700000000,Badung,2,2,1,100,133,rumah
2700000000,Badung,2,2,1,100,133,rumah
1900000000,Badung,2,2,0,100,134,villa
2700000000,Denpasar,3,4,2,100,136,rumah
2700000000,Denpasar,3,4,1,100,136,rumah
2700000000,Denpasar,3,4,2,100,136,rumah
1600000000,Denpasar,3,2,0,100,140,rumah
4500000000,Badung,2,2,0,100,143,villa
2100000000,Badung,2,2,0,100,145,villa
650000000,Badung,4,2,0,100,150,rumah
900000000,Denpasar,3,2,0,100,150,rumah
1000000000,Badung,2,2,0,100,150,rumah
1050000000,Badung,2,2,0,100,150,rumah
1350000000,Badung,1,1,0,100,150,villa
1600000000,Badung,3,2,1,100,150,rumah
1600000000,Badung,3,2,0,100,150,rumah
1600000000,Badung,3,3,1,100,150,villa
1600000000,Badung,3,2,0,100,150,villa
1650000000,Badung,2,2,0,100,150,rumah
1800000000,Badung,2,2,0,100,150,villa
2100000000,Denpasar,3,4,0,100,150,rumah
2650000000,Gianyar,2,2,0,100,150,villa
2700000000,Badung,2,2,0,100,150,villa
2750000000,Gianyar,2,2,1,100,150,villa
2850000000,Gianyar,2,2,1,100,150,villa
5000000000,Badung,2,2,1,100,150,villa
5000000000,Badung,2,2,2,100,150,villa
5000000000,Badung,2,2,1,100,150,villa
5000000000,Badung,2,2,0,100,150,villa
5000000000,Badung,2,3,0,100,150,villa
5000000000,Badung,2,2,0,100,150,villa
5000000000,Badung,2,2,1,100,150,villa
1800000000,Denpasar,3,2,0,100,151,rumah
2500000000,Badung,2,2,1,100,153,rumah
2800000000,Badung,2,2,1,100,155,rumah
2000000000,Badung,2,1,0,100,156,villa
1800000000,Badung,3,3,1,100,159,rumah
1800000000,Badung,2,2,0,100,160,villa
3500000000,Gianyar,2,2,0,100,162,villa
3500000000,Badung,4,2,1,100,162,rumah
4820000000,Badung,2,2,1,100,165,villa
500000000,Jembrana,2,1,0,100,170,rumah
3200000000,Badung,2,1,1,100,170,rumah
2300000000,Badung,2,3,0,100,177,villa
1200000000,Badung,2,2,1,100,180,rumah
1700000000,Badung,3,2,0,100,180,rumah
1800000000,Badung,2,3,1,100,180,rumah
1800000000,Badung,2,3,1,100,180,rumah
1800000000,Badung,2,3,1,100,180,rumah
1900000000,Badung,2,3,1,100,180,rumah
3990000000,Badung,1,1,1,100,180,villa
1350000000,Denpasar,3,2,0,100,185,rumah
1600000000,Tabanan,1,1,0,100,200,villa
2200000000,Denpasar,2,3,0,100,200,rumah
2400000000,Badung,3,3,2,100,200,villa
2600000000,Badung,2,2,0,100,200,villa
2900000000,Badung,2,2,1,100,200,rumah
2900000000,Gianyar,2,2,2,100,200,villa
2900000000,Gianyar,2,2,1,100,200,villa
2900000000,Badung,2,2,1,100,200,villa
3000000000,Badung,2,2,1,100,200,villa
3000000000,Badung,2,1,0,100,200,villa
3100000000,Tabanan,2,2,0,100,200,villa
3100000000,Tabanan,2,2,0,100,200,villa
3500000000,Badung,4,4,0,100,200,villa
3800000000,Badung,3,3,0,100,200,villa
3800000000,Badung,3,3,0,100,200,villa
3800000000,Gianyar,2,2,0,100,200,villa
3800000000,Badung,3,3,1,100,200,villa
4000000000,Badung,3,3,0,100,200,villa
2350000000,Badung,2,2,2,100,201,villa
2750000000,Badung,2,2,2,100,201,villa
2750000000,Badung,2,2,2,100,201,villa
2750000000,Badung,2,2,2,100,201,villa
2800000000,Badung,3,3,0,100,204,villa
2200000000,Badung,2,2,0,100,210,villa
4099999999,Denpasar,3,2,1,100,210,villa
4099999999,Denpasar,3,2,1,100,210,villa
995000000,Badung,3,2,0,100,220,rumah
3500000000,Denpasar,2,2,1,100,228,villa
3500000000,Denpasar,2,2,1,100,228,villa
900000000,Buleleng,3,1,0,100,240,rumah
900000000,Buleleng,3,1,0,100,240,rumah
2300000000,Badung,2,2,1,100,250,rumah
2600000000,Badung,3,3,0,100,250,villa
4700000000,Badung,2,2,1,100,250,villa
7000000000,Badung,2,2,0,100,250,villa
950000000,Buleleng,3,1,1,100,300,rumah
950000000,Buleleng,3,1,1,100,300,rumah
2000000000,Tabanan,2,2,0,100,300,villa
2500000000,Tabanan,2,2,0,100,300,villa
3000000000,Denpasar,4,3,0,100,300,rumah
1500000000,Buleleng,2,2,1,100,320,villa
2700000000,Gianyar,3,3,1,100,350,villa
2700000000,Gianyar,3,3,1,100,350,villa
1300000000,Badung,3,3,1,101,118,rumah
1500000000,Denpasar,3,3,0,101,119,rumah
1600000000,Denpasar,3,3,0,101,119,rumah
1600000000,Denpasar,2,2,1,101,142,rumah
4190000000,Badung,2,2,0,101,204,villa
1500000000,Denpasar,3,3,0,102,99,rumah
1500000000,Denpasar,3,3,0,102,99,rumah
1500000000,Denpasar,3,3,0,102,99,rumah
1850000000,Denpasar,3,3,0,102,99,rumah
1380000000,Badung,4,3,1,102,100,rumah
3530000000,Badung,2,3,0,102,102,villa
2330000000,Denpasar,3,2,0,102,110,villa
3000000000,Denpasar,1,1,1,102,253,rumah
3000000000,Denpasar,1,1,1,102,253,rumah
3500000000,Gianyar,2,2,1,102,275,villa
2300000000,Denpasar,3,3,0,103,101,villa
2150000000,Denpasar,2,2,0,103,170,villa
3960000000,Gianyar,3,2,1,104,100,villa
4160000000,Gianyar,2,3,1,104,100,villa
4300000000,Gianyar,2,2,1,104,100,villa
1250000000,Badung,2,2,0,104,107,rumah
2350000000,Denpasar,3,2,0,104,110,villa
2400000000,Denpasar,3,2,0,104,110,villa
3650000000,Badung,2,2,0,104,110,villa
3700000000,Badung,2,3,1,104,110,villa
3700000000,Badung,2,3,1,104,110,villa
2500000000,Badung,3,2,1,104,186,rumah
4510000000,Badung,2,2,0,104,194,villa
6500000000,Badung,2,3,0,104,300,villa
1300000000,Denpasar,3,2,1,105,66,rumah
2400000000,Denpasar,2,2,0,105,90,villa
3000000000,Badung,2,2,0,105,90,villa
2400000000,Tabanan,2,2,0,105,100,villa
3510000000,Badung,2,2,0,105,100,villa
4090000000,Badung,2,1,0,105,100,villa
1880000000,Denpasar,3,2,2,105,101,rumah
2000000000,Denpasar,3,2,1,105,101,rumah
2100000000,Denpasar,3,3,0,105,101,villa
2100000000,Badung,3,3,1,105,108,villa
2100000000,Badung,3,3,1,105,108,villa
2360000000,Denpasar,3,2,0,105,110,villa
3750000000,Gianyar,3,3,0,105,112,villa
2700000000,Denpasar,3,3,0,105,118,villa
2700000000,Denpasar,3,2,0,105,118,rumah
5000000000,Badung,2,2,0,105,120,villa
5000000000,Badung,2,2,1,105,120,villa
4000000000,Badung,2,1,0,105,130,villa
2700000000,Badung,2,3,0,105,144,villa
1700000000,Badung,3,3,1,105,151,villa
3500000000,Badung,2,2,1,105,170,villa
4490000000,Badung,2,2,1,105,200,villa
2830000000,Badung,3,2,0,106,80,villa
750000000,Badung,3,2,1,106,106,rumah
750000000,Badung,3,2,1,106,106,rumah
2370000000,Denpasar,3,2,0,106,110,villa
4200000000,Badung,2,2,0,106,275,villa
2400000000,Denpasar,3,2,0,107,110,villa
2810000000,Badung,2,2,1,107,157,villa
1400000000,Badung,3,2,0,108,81,rumah
1450000000,Badung,3,2,1,108,81,rumah
1450000000,Badung,3,2,0,108,81,rumah
1700000000,Badung,3,3,0,108,105,rumah
2000000000,Badung,3,3,0,108,105,rumah
1500000000,Badung,2,2,0,108,108,rumah
4600000000,Badung,2,2,0,108,119,villa
5000000000,Badung,2,2,1,108,120,villa
5000000000,Badung,2,2,1,108,120,villa
1600000000,Badung,3,2,0,108,150,rumah
2500000000,Badung,3,3,1,108,170,villa
3870000000,Gianyar,2,2,0,108,187,villa
3300000000,Badung,3,3,0,109,100,villa
1550000000,Denpasar,2,2,1,109,122,villa
2500000000,Badung,3,2,1,109,134,villa
4900000000,Denpasar,2,2,1,109,305,rumah
975000000,Denpasar,2,2,0,110,65,rumah
1300000000,Denpasar,1,1,0,110,70,rumah
1500000000,Denpasar,3,2,0,110,75,rumah
1500000000,Denpasar,3,2,1,110,75,rumah
1500000000,Denpasar,3,2,1,110,75,rumah
700000000,Badung,3,2,1,110,89,rumah
1200000000,Badung,3,2,1,110,100,rumah
1650000000,Badung,3,2,0,110,100,rumah
1700000000,Denpasar,3,2,2,110,100,villa
1770000000,Badung,3,3,1,110,100,rumah
1770000000,Badung,3,2,1,110,100,rumah
1770000000,Badung,3,3,0,110,100,rumah
1800000000,Badung,3,2,0,110,100,rumah
1900000000,Badung,2,3,0,110,100,villa
2500000000,Badung,2,3,0,110,100,villa
2100000000,Denpasar,3,2,2,110,101,rumah
2100000000,Denpasar,3,2,1,110,101,villa
2100000000,Denpasar,3,2,1,110,101,villa
2100000000,Denpasar,3,2,0,110,101,rumah
2300000000,Denpasar,3,3,1,110,101,villa
1750000000,Denpasar,3,2,1,110,102,rumah
2330000000,Denpasar,3,3,2,110,102,villa
2350000000,Denpasar,3,3,1,110,104,villa
1800000000,Badung,3,2,1,110,105,rumah
2300000000,Denpasar,4,3,0,110,105,rumah
2360000000,Denpasar,3,3,2,110,105,villa
2600000000,Denpasar,3,4,0,110,105,rumah
2680000000,Denpasar,4,4,0,110,105,rumah
